"","V1","V2","V3","V4"
"Bacabal@MA",402.747922993912,133.558115791012,389.758893922576,82.03921884742
"Bacuri@MA",423.696054657669,94.4947074967547,523.229460741421,108.821718218285
"Baependi@MG",525.147983603638,112.166402030093,294.820861220319,206.740882756292
"Bagé@RS",482.514045743788,126.261600106145,285.653134617032,223.163155835727
"Baião@PA",408.283972705438,99.272528170085,350.798828043769,109.141575434356
"Baixo Guandu@ES",497.427477987491,135.367819832516,486.461450848599,42.9185509871442
"Balneário Camboriú@SC",522.517293638857,134.99007618318,458.512309735195,68.9310502832057
"Balsas@MA",407.531202993559,125.912241514024,364.342100516143,114.482232671684
"Bambuí@MG",533.143622462478,112.962732550575,467.188366501831,80.6451237911925
"Banabuiú@CE",401.229762774263,133.085730771156,565.129861800495,116.893802967156
"Bananeiras@PB",417.899130612522,124.815349228564,474.970993845772,81.5267780228123
"Bandeirantes@PR",468.145609316845,133.642447129076,473.820690336449,32.0247029601754
"Barão de Cocais@MG",510.706273257114,123.946637420238,531.2,1.45359792080323e-21
"Barão de Grajaú@MA",359.069528426113,131.2058984429,480.193288135219,60.2552370172114
"Baraúna@RN",406.7652598093,135.040194786336,522.414952937638,84.9612724466535
"Barbacena@MG",535.939713089457,132.768402116871,528.252749199701,147.361007115055
"Barbalha@CE",452.353495924629,145.913614227776,407.543999954385,194.59651077725
"Barcarena@PA",428.878325754324,112.901474099431,354.031233848673,147.16860604902
"Barcelos@AM",458.480561224036,99.8886448859943,523.229460741421,108.821718218285
"Barra Bonita@SP",531.537778388625,121.801257033963,417.157312214862,92.5661771388844
"Barra da Estiva@BA",437.648534136726,120.731335548638,415.53495847414,174.287441117368
"Barra de São Francisco@ES",493.509152479455,115.397390118788,541.305234815815,103.341556800645
"Barra do Choça@BA",419.497055757682,128.956287702997,376,7.7513371405602e-19
"Barra do Corda@MA",420.633864143147,118.679516363973,419.421495226842,88.5721910947092
"Barra do Garças@MT",447.052617753189,131.982528568491,447.293802575834,119.183189710994
"Barra do Piraí@RJ",498.058042085631,140.451391954283,438.164694349401,128.914582655051
"Barra do Turvo@SP",464.317186152773,95.4886375352904,523.229460741421,108.821718218285
"Barra Mansa@RJ",513.35419128166,136.884995648817,513.534539782036,108.902619288355
"Barra@BA",408.02285064592,107.232990185319,388.61741035331,168.249146110658
"Barras@PI",412.707101420862,109.259082492428,488.07258629397,109.421448618167
"Barreira@CE",450.634826729555,126.020771402242,456.798223736672,62.1605099103123
"Barreiras@BA",430.259964366952,144.708166217978,315.599304011673,176.103516029722
"Barreirinha@AM",421.740600443723,76.9217160062915,465.7,1.07804030115547e-15
"Barreirinhas@MA",423.702495663867,106.801063456707,383.893310746869,198.328547954334
"Barreiros@PE",456.968202743733,114.734817055188,435.67007758038,37.6823502430776
"Barrinha@SP",476.736525642413,121.314852453811,494.9317917646,91.0956915143668
"Barroquinha@CE",420.513370962711,125.058678327768,457.6,7.71448004485322e-25
"Barueri@SP",518.297382439778,125.470918899037,413.537297255631,168.439275414386
"Bataguassu@MS",460.916970332379,106.509742168198,366.6,2.84384537498462e-19
"Batalha@AL",416.363147832263,118.188632235,482.9,2.16025182724809e-22
"Batalha@PI",440.888492009689,102.329790325664,411.381863562659,37.1302549073405
"Batatais@SP",521.852809242828,131.555574199788,440.49091624465,24.3466755363469
"Bauru@SP",538.665304346589,137.319634293216,394.594215666368,198.836523149839
"Bayeux@PB",441.668365413166,121.048933605032,392.299518294789,179.277501661974
"Bebedouro@SP",542.692778529301,128.862635469346,498.973558050734,131.378780583189
"Beberibe@CE",445.779182361342,125.810409666122,227.252099494992,181.891276263817
"Bela Vista@MS",379.347704031859,153.051694790887,469.635123966797,102.136375769327
"Belém do São Francisco@PE",388.93191658746,126.504867520289,507.1,3.94898095150175e-23
"Belém@PA",428.06766087968,145.166278603726,192.807274007764,222.409601386549
"Belford Roxo@RJ",435.981886108299,128.560803738227,310.792985034647,109.161057592878
"Belo Horizonte@MG",541.137926585365,153.643448310455,613.497764687413,165.203300388691
"Belo Jardim@PE",493.456295240133,117.062697624799,519.12978933613,84.0581875271817
"Belo Oriente@MG",502.998232537443,119.556782489403,505,9.71768540599085e-23
"Benevides@PA",429.041687551916,114.309150710811,429.702121922681,63.0557589870261
"Bento Gonçalves@RS",568.196448338695,117.906430217367,598.096190992181,116.328118842476
"Bequimão@MA",443.018880751456,86.742240201469,415.5,6.27091492288658e-25
"Beruri@AM",440.899606343504,79.3556785225183,523.229460741421,108.821718218285
"Betim@MG",504.063386443844,128.000532786457,406.161249604629,136.66891134566
"Biguaçu@SC",527.333463140176,119.07723884508,463.68631273516,49.3337411120453
"Birigui@SP",532.699436119764,124.815826031742,586.861538107568,149.337338487386
"Blumenau@SC",543.564161516593,128.601602001303,479.303621583543,125.691786694134
"Boa Esperança@MG",509.721491223681,118.246653043632,557.872354264609,96.5357719919226
"Boa Vista do Ramos@AM",399.254053008802,81.2649768285849,390.271975923522,44.9449677393928
"Boa Vista@RR",429.173354995327,142.249898759948,402.7537052476,125.695920445432
"Boca do Acre@AM",430.432120973762,102.576218176473,455.9,2.19746205010256e-21
"Bocaiúva@MG",453.785566820952,127.248287871146,491.597167514222,109.717198003642
"Bodoquena@MS",410.992696249641,108.231248781412,598.8,5.68978025258007e-23
"Bom Conselho@PE",444.245553417775,125.617031521307,473.10311532366,44.0588983838629
"Bom Despacho@MG",535.479364270037,134.687394547214,390.942556107554,221.412666650171
"Bom Jardim@MA",387.234014414871,129.175313854017,405.788941701285,53.5198842647544
"Bom Jardim@PE",490.44250611895,115.682820109453,360.1,5.63020185418991e-20
"Bom Jesus de Goiás@GO",486.764469876125,125.149605990058,400.3,4.96460275321194e-16
"Bom Jesus do Itabapoana@RJ",498.660891126888,127.145201038918,505.480109746046,183.545454325136
"Bom Jesus@PI",406.702069081916,113.36978099134,458.101308485463,34.944307391799
"Bom Sucesso@MG",466.05870283565,138.077704601418,485.527925026937,160.746239743817
"Bonfim@RR",373.822729908561,106.253345797409,446.3,2.64115783433449e-14
"Bonito@MS",469.648767074151,104.198997523889,504.483011782685,197.501273353141
"Bonito@PE",442.631153051753,124.156505506776,396.043791728703,177.870656967016
"Boqueirão@PB",448.91127770634,123.360090928592,160.213674231924,281.989641256034
"Boquim@SE",420.599122839575,123.559455386204,464.333835164006,28.9018058506627
"Boquira@BA",419.659473415653,112.590240613374,523.229460741421,108.821718218285
"Borba@AM",428.3812472342,80.5701751021871,417.6,2.17896562696467e-23
"Botucatu@SP",577.128027205009,119.46168575972,541.102760528516,67.3367754657134
"Bragança Paulista@SP",532.469768934492,134.648918867462,131.363818204352,268.451445026875
"Bragança@PA",408.637679205143,119.558276946919,377.602275208769,109.538369492717
"Brasilândia de Minas@MG",440.079039818752,110.976324590526,523.229460741421,108.821718218285
"Brasiléia@AC",444.876862129496,107.724935902684,413.2,5.68423142571941e-14
"Brasília de Minas@MG",446.005454013506,130.157453726802,425.636443406888,25.2379224461511
"Brasília@DF",477.23058467596,155.084683390422,356.523155600467,233.569787045005
"Brasnorte@MT",412.282706609951,103.448841211187,503.350486693126,10.3496247226144
"Brejetuba@ES",481.375844650362,128.632614527499,409.3,5.68267529056909e-14
"Brejinho de Nazaré@TO",453.033139794299,80.5521121635123,523.229460741421,108.821718218285
"Brejo da Madre de Deus@PE",469.294296097075,109.002407140795,429.541659563787,27.4403861690214
"Brejo Santo@CE",448.950072629056,136.487420134578,438.68866061536,114.198019193321
"Brejo@MA",426.520620237295,91.277035430072,320.376852630401,287.285881233845
"Brejões@BA",408.975235653012,97.7253117520418,416.3,1.82674068284169e-14
"Breu Branco@PA",407.959129346655,98.0341301585099,296.732124533176,59.2303051856775
"Breves@PA",417.437856980157,97.5218695426684,493.76040786446,92.6391842487858
"Brotas de Macaúbas@BA",460.252361892127,108.716804621965,477.402213208208,108.791943530782
"Brumadinho@MG",499.733322280103,127.666868759756,459.640827826208,134.228898716133
"Brumado@BA",489.89251197516,128.637590365185,379.913236734551,163.478818778867
"Brusque@SC",521.500315334875,124.425049302663,496.125884509955,161.715017190837
"Buerarema@BA",420.504653573322,114.459427988529,391.614299428219,127.755504221723
"Bujaru@PA",406.782967083708,104.950336383308,468.565993361405,18.4821682079479
"Buriti Bravo@MA",423.270457337306,95.7311341751897,410.7,1.18515238829073e-14
"Buriti dos Lopes@PI",408.885111106435,105.090444667936,499.6,3.6367774203328e-20
"Buriticupu@MA",410.074963623408,105.209690537175,403.375434837153,22.8063363458043
"Buritis@MG",452.82225243042,108.336228668039,533.550379919825,6.15047715135359
"Buritis@RO",436.087512803996,109.061300888374,457.9,3.82933149858154e-26
"Butiá@RS",477.274055292402,118.398235176435,394.937232684269,11.5344510253925
"Caapiranga@AM",388.673480936503,107.810799982438,465.4,2.0602487136822e-22
"Caaporã@PB",435.151299818473,97.7870357259002,467.144516372945,40.8904328028396
"Caarapó@MS",440.656081961699,123.02976034483,523.229460741421,108.821718218285
"Cabo de Santo Agostinho@PE",456.483592431616,119.454202071279,380.940468994587,167.686826549554
"Cabo Frio@RJ",510.232627812945,131.274887459542,362.808293462989,236.312404065002
"Cabreúva@SP",500.56211964599,111.542549471324,388.9,2.475912070292e-19
"Cabrobó@PE",415.175205799867,112.174674689373,437.997787855333,25.1277837379243
"Caçador@SC",505.824149471295,131.674145242314,491.792134280238,34.7739752219884
"Caçapava do Sul@RS",474.048604498539,114.338148205675,617.5,3.4450964763538e-27
"Caçapava@SP",540.918122624611,127.012139216692,524.60279666458,75.6272268419758
"Cáceres@MT",410.85136542596,137.685942871915,364.615428792322,155.069492180779
"Cachoeira do Sul@RS",493.06470069411,130.966168928622,285.281359915084,250.341989864669
"Cachoeira Paulista@SP",521.046628783217,137.227169684039,523.229460741421,108.821718218285
"Cachoeira@BA",404.926963985145,127.214716135179,68.9117207150938,226.96705916811
"Cachoeiras de Macacu@RJ",475.639163397151,133.471692966755,437.942864297808,71.553290720584
"Cachoeiro de Itapemirim@ES",512.478508429724,132.053718463017,466.334605645425,149.543180839614
"Cacimba de Dentro@PB",423.31255904812,114.574291197575,373.902012562854,43.120167562415
"Cacoal@RO",471.632570232958,121.267537659067,330.665040265458,134.45835418704
"Caculé@BA",465.702187669907,117.174797820031,465.073450388448,39.6717336477739
"Caeté@MG",503.740722118601,129.36436502601,399.856174662227,245.736518061701
"Caetés@PE",475.163777725204,119.840385511485,538.297851273993,90.6755276717592
"Caetité@BA",463.503375004874,137.593005083292,425.300446561884,242.075662195778
"Cafelândia@PR",474.06262572446,116.139822265777,491.7,5.68277021381109e-14
"Caicó@RN",477.018783399711,137.214646361375,419.03971310216,103.432270847208
"Caieiras@SP",480.066491234624,130.918309185712,590.31339712382,111.286222078627
"Cajamar@SP",486.196961289841,115.933255232268,437.848953017262,71.9905477161808
"Cajati@SP",503.323934481719,118.750552378748,588.9,8.46357474818079e-14
"Cajazeiras@PB",447.080516938124,139.273508852171,255.094437334958,243.766571855905
"Cajuru@SP",480.682677812002,139.341512188992,499.508446152537,137.08881075161
"Caldas Novas@GO",471.999422083266,124.807154089913,418.548353389215,94.0172126071528
"Camacan@BA",404.945262677755,116.244192681133,446.4322443117,65.6802075233446
"Camaçari@BA",434.151258132033,125.195207439354,419.168229315397,73.1332560084686
"Camamu@BA",422.343259218253,99.5503518397697,445.4,1.64370143371998e-24
"Camapuã@MS",451.428066039272,99.7232410947989,432.257016460932,62.3444468687971
"Camaquã@RS",483.276701495563,119.156577490745,490.302123181296,103.561771800003
"Camaragibe@PE",453.392599916044,133.223815137098,490.874436431718,146.933282307871
"Cambé@PR",497.512629662246,126.082458138999,469.682185571303,45.2841145703411
"Camboriú@SC",480.37136699326,123.14425812088,527.07405370996,36.8521389122423
"Cambuí@MG",515.295346858113,118.534624129995,286.077235180615,198.97315403657
"Cametá@PA",398.211379841512,125.976737106456,125.343398180843,184.560944545228
"Campina Grande do Sul@PR",460.567364446573,136.830899088875,523.229460741421,108.821718218285
"Campina Grande@PB",456.464528200687,153.433271167596,479.134263259339,171.775237515529
"Campinas@SP",543.312155825384,149.002530623471,449.466215964049,213.680977346827
"Campo Alegre@AL",405.514266403629,120.213479885512,504.353499313384,24.8473229456458
"Campo Belo@MG",524.842915275468,123.894474656648,488.821497613055,161.787024975433
"Campo Bom@RS",532.016198009278,119.946487556926,479.683715297139,66.1411523816539
"Campo do Brito@SE",426.178756327693,131.577571108456,477.53777043632,32.3801813034708
"Campo Formoso@BA",442.142022256402,120.931128807077,379.550917428108,128.757864157975
"Campo Grande@MS",474.121729933267,150.122269708625,94.8937187528955,268.225897406314
"Campo Largo@PR",523.419400414586,123.026581303949,377.112318323756,150.949305423629
"Campo Limpo Paulista@SP",519.018498318656,116.784218003029,433.482304286561,116.919915836074
"Campo Magro@PR",502.029048257785,109.936660626504,391.3,1.91772278569244e-14
"Campo Mourão@PR",483.987713149509,130.33485140014,23.1164884808492,275.505310900608
"Campo Novo do Parecis@MT",474.808900537496,117.654891589424,377.023404087148,75.830936068737
"Campo Verde@MT",475.978253778133,120.811920046592,490.594217394868,69.3817311686498
"Campos Altos@MG",503.274431241851,116.064789886321,558.5,9.68620124521628e-14
"Campos Belos@GO",373.835341382252,135.580986051163,476.968266089284,8.22047176603989
"Campos do Jordão@SP",530.16034561167,125.233534139956,121.97239813907,218.532333492438
"Campos dos Goytacazes@RJ",503.306466921724,132.263494527865,398.162199009582,144.348667820239
"Campos Gerais@MG",505.557089847724,126.058650894336,478.903522107682,102.233728900072
"Campos Novos@SC",509.098042354821,106.832699291,526.8,1.41211297502518e-24
"Campos Sales@CE",416.059049516703,133.312459113985,396.050728118762,40.8592865879736
"Canaã dos Carajás@PA",439.645270072318,130.428323380819,30.8042747130212,220.793092715749
"Canarana@BA",388.276598422032,143.986106009444,523.229460741421,108.821718218285
"Canarana@MT",433.957645991902,128.44177227983,506.601879614481,10.0999045439595
"Canavieiras@BA",451.825818097015,116.218497535861,388.020934718316,43.3061354280965
"Candeias@BA",431.198917951589,111.813212536071,420.18996530268,31.4338336857419
"Cândido Mota@SP",479.393993635487,143.794164067638,387.7,8.92218889914551e-14
"Cândido Sales@BA",421.302748172475,126.13645059327,468.221632870298,28.6352488367161
"Canela@RS",532.901589278106,112.597623387956,423.599552741667,15.2031273578393
"Canguaretama@RN",414.425910947778,131.177330624679,538.787757343478,84.5878105061654
"Canguçu@RS",513.570954911544,111.055831960542,490.799443156031,41.3619319746909
"Canindé de São Francisco@SE",428.948124381162,114.221608879437,469.081124807268,85.5495371465186
"Canoas@RS",520.819185896864,130.601198738279,455.40068366068,172.496202244949
"Canoinhas@SC",502.987718586709,109.533575986057,483.6753342894,74.1591995884209
"Cansanção@BA",424.053192045226,98.0960320493489,465.697631914079,51.8777017525889
"Canto do Buriti@PI",415.0439611547,105.577359024515,410.501410625723,21.0346841628047
"Canutama@AM",436.838330162728,68.650328423952,523.229460741421,108.821718218285
"Capanema@PA",414.535089623412,113.643295190761,456.106983782578,57.2451691677532
"Capanema@PR",520.599638200372,102.602789212521,337.602250963238,133.275603108813
"Capão Bonito@SP",495.493740806124,125.677128737083,362.523129419897,180.027733996131
"Capão da Canoa@RS",500.131548111158,113.34646373454,266.467168395961,282.355662216921
"Capão do Leão@RS",462.321314808526,106.301884290763,405.5,4.81846128870241e-21
"Capela@SE",409.311402758236,113.401981357878,417.11437674904,31.5443207683431
"Capelinha@MG",492.021705387462,129.962734378279,575.663344032944,73.6504244964023
"Capim Grosso@BA",443.078004022647,119.215969690839,301.403680182256,105.158451668381
"Capitão Poço@PA",425.214536211128,104.149842598479,487.775997757049,56.5909348225519
"Capivari@SP",537.133645821008,116.315360892962,493.122778632217,120.016710983837
"Caracaraí@RR",413.021074001789,109.164868598296,515.130203425896,60.638713490054
"Caraguatatuba@SP",516.604991311817,122.544023441386,133.119463551472,240.948115422365
"Carangola@MG",461.570522493051,137.016955239499,397.511583729663,149.716231781944
"Carapicuíba@SP",474.058898914398,116.704577128157,473.373620140322,85.7621675372205
"Caratinga@MG",487.072416007022,133.826030093932,562.061193762943,179.650473446242
"Carauari@AM",437.831783145821,77.0383417228673,523.229460741421,108.821718218285
"Caraúbas@RN",397.397264993887,135.181468808934,413.681375355864,87.1596470892798
"Caravelas@BA",443.483353713109,107.500034444808,523.229460741421,108.821718218285
"Carazinho@RS",502.784564445649,128.449889326196,477.469051958564,161.524115114294
"Careiro da Várzea@AM",429.714907525129,86.9053012085798,523.229460741421,108.821718218285
"Careiro@AM",402.223388903634,101.27794028859,405.1,1.09818126021249e-18
"Cariacica@ES",470.9453367926,136.778651874779,396.568386771403,196.174913283886
"Caridade@CE",452.787435639751,122.893548437161,523.229460741421,108.821718218285
