"","V1","V2","V3","V4"
"Arraias@TO",447.034141866092,86.3726359338744,419.608572100629,52.8231001563072
"Arroio do Meio@RS",580.710504888626,114.478390829382,395.7,8.65046719417398e-15
"Arroio Grande@RS",499.690284264131,107.90359022265,136.112092475857,240.747684446523
"Artur Nogueira@SP",528.743596001736,110.559019426301,515.176148270302,164.192468490952
"Arujá@SP",507.511647899228,111.075659961221,494.770608137999,108.625263831244
"Assaí@PR",495.526006716111,107.763402920023,499.787494596866,67.4817316578995
"Assaré@CE",479.602520747113,93.1258515145219,461.804967916576,45.8912360366425
"Assis Chateaubriand@PR",510.951247876396,106.180118390588,516.211295498111,81.0981997311659
"Assis@SP",534.68285303812,112.18667163735,485.626376379258,96.4283067717643
"Astorga@PR",507.347118974435,99.4115906894912,607.471966131438,117.745415373938
"Atalaia@AL",450.931793523362,77.5357333116009,487.481581900107,49.110624387952
"Atibaia@SP",542.061604708785,114.369105828216,498.40564504342,110.892622745845
"Augustinópolis@TO",473.149963140529,83.4575039163192,509.21387261042,117.086498689103
"Augusto Corrêa@PA",460.960109300566,79.4174126490293,532.794784354075,28.9975131395295
"Auriflama@SP",529.705329235321,99.2109835425352,448.6,2.63556249612012e-28
"Aurora@CE",475.368085677035,98.3474527680972,468.651074603526,31.853491374041
"Autazes@AM",454.642984567505,71.212443802042,445.661292953743,49.4091127923439
"Avaré@SP",541.378905483147,112.38583935017,521.226695524694,179.234110533552
"Bacabal@MA",474.692275095233,93.5280121116771,468.634189783815,94.0578907794991
"Bacuri@MA",460.492961603782,73.517113586984,518.855178674988,104.778154462773
"Baependi@MG",536.559325884486,102.304321134174,547.898445639891,88.4813738943614
"Bagé@RS",507.35722948867,102.06663440353,471.163287059384,102.813338498911
"Baião@PA",455.149559314479,76.6815837130173,401.941735433232,23.6605774057824
"Baixa Grande@BA",467.509804119249,91.3147519013283,454.361941071944,27.415819147129
"Baixo Guandu@ES",521.203090840259,107.7203671289,532.775698682764,120.288740186604
"Balneário Camboriú@SC",528.646300562735,115.960381079025,515.660775251632,129.114141989611
"Balsas@MA",475.713596614695,93.5713501655377,454.438393370435,62.0429125836805
"Bambuí@MG",535.68840353079,108.260810182663,439.250068306442,10.244187950756
"Banabuiú@CE",477.902954812886,91.6711689897018,477.481592593039,85.0632459202863
"Bananeiras@PB",476.932186412288,101.366677028445,469.017838294023,68.0972328607269
"Bandeirantes@PR",497.127576345392,101.750767512649,507.349572257102,88.4413699692194
"Barão de Cocais@MG",524.985694249327,105.453552394638,437.600619113906,82.4370250457322
"Barão de Grajaú@MA",463.317525833896,96.5395797010423,525,1.23231450638035e-24
"Baraúna@RN",480.698683584747,93.9498295418686,448.424393849905,34.2686285601658
"Barbacena@MG",548.259121477684,114.51432519549,535.736452489855,111.509521454093
"Barbalha@CE",503.819699156767,110.760750575412,493.143711381915,129.520865032424
"Barcarena@PA",474.111124372391,88.2497367873048,454.372956796353,64.1301850926976
"Barcelos@AM",472.999743966271,93.6709560476516,518.855178674988,104.778154462773
"Barra Bonita@SP",537.695713375029,105.299416597877,394.993311568257,21.8496617368939
"Barra da Estiva@BA",475.802060865963,98.402461782933,493.640299247634,64.9085008433222
"Barra de São Francisco@ES",500.645432741884,101.174966120259,467.220190456613,37.6050399682974
"Barra do Bugres@MT",468.577984473215,93.0529630324615,518.855178674988,104.778154462773
"Barra do Choça@BA",484.531050349446,96.0858821937434,746.4,7.60570746028129e-14
"Barra do Corda@MA",472.942406105382,87.7420712550597,437.70200520207,75.2412220972565
"Barra do Garças@MT",493.532635787637,98.2288793737896,425.723547512863,86.0618611845475
"Barra do Piraí@RJ",531.60078080173,109.687606069539,458.235606029764,63.4456113641583
"Barra do Turvo@SP",470.104988314714,81.7832570654391,518.855178674988,104.778154462773
"Barra Mansa@RJ",530.882977128343,114.005801688713,563.352839811229,116.775448778519
"Barra@BA",462.624464752544,83.297800419517,444.468594960034,59.3336961618874
"Barras@PI",467.865606866587,83.2550497047284,441.822525885224,78.8304735091038
"Barreira@CE",486.575663988504,95.9715921163291,540.828823391949,30.0409013865409
"Barreiras@BA",491.75640865945,106.301991061014,465.614858048703,102.930077546959
"Barreirinha@AM",448.494672350968,69.719172125709,393,1.49989178655454e-21
"Barreirinhas@MA",466.334589273604,84.4270622761519,486.815428212645,68.521339961553
"Barreiros@PE",477.12458736372,87.713078520793,408.712201663358,57.1163021570364
"Barretos@SP",527.111864840073,108.428924497232,512.832435588704,103.876487899932
"Barrinha@SP",498.198957289102,94.065177312571,486.186073105496,47.9508048321965
"Barro@CE",487.666164143215,93.233109402664,454.557022366919,48.1376467434666
"Barroquinha@CE",480.673809078965,89.0275875252901,518.855178674988,104.778154462773
"Barueri@SP",525.623872933485,109.337528214848,471.192565884579,146.188465725991
"Bataguassu@MS",485.988860775448,88.6552915620759,455.525133766477,67.7813868658985
"Batalha@AL",462.549596410204,91.8845749104782,526.411738000488,92.9857193069068
"Batalha@PI",468.9477101792,86.1560682601154,422.976221064509,42.8027979450852
"Batatais@SP",536.058998364601,110.550130403353,500.546194535239,160.072411112222
"Baturité@CE",470.815672187796,95.1735190155541,565.756882061963,89.6868215160845
"Bauru@SP",544.41766271739,117.858321086896,478.428342393234,118.562495509799
"Bayeux@PB",481.704615734756,94.082702914833,516.288782289222,127.927666312041
"Bebedouro@SP",541.370956658774,117.340458681216,528.15340302364,94.9433360934497
"Beberibe@CE",490.720288703171,97.7407654236462,398.179145919686,118.559282243122
"Bela Cruz@CE",509.448903522625,106.199853011718,427.77666922378,67.0322650550801
"Bela Vista@MS",485.362753884315,96.3204891328487,401.653357411144,19.7497026848684
"Belém do São Francisco@PE",464.773562593054,93.9683604127953,412.540728199914,40.446461567513
"Belém@PA",493.650612492151,107.638217282122,456.110001534654,117.470352173744
"Belford Roxo@RJ",490.637253487,96.4987309165216,500.589520604409,104.303798280035
"Belo Horizonte@MG",553.556365246303,131.624796006667,598.259359175094,156.300145624314
"Belo Jardim@PE",503.803211735754,100.971525002268,384.240770399188,162.775270102157
"Benevides@PA",476.531795841363,86.9383241643226,428.050332145424,76.4824925947536
"Benjamin Constant@AM",437.813028244881,62.4016416397126,365.9,3.3299699955761e-22
"Bento Gonçalves@RS",557.336410071479,115.942407908967,545.66690890577,122.093129020822
"Bequimão@MA",464.770469993154,76.8708618380625,479.9,1.05815347670231e-23
"Bertioga@SP",499.431596966048,96.9575097352975,413.141606032214,47.7011415610084
"Beruri@AM",448.058727156348,68.7665576285968,518.855178674988,104.778154462773
"Betim@MG",522.621507814004,106.049566014977,450.850533001575,160.659834534719
"Bezerros@PE",499.894391350471,103.647595975934,430.536638248505,37.7198814294612
"Biguaçu@SC",536.477147670469,102.85752242235,478.063939196223,147.889160871378
"Birigui@SP",538.930461229918,107.327681562763,486.518538051695,117.959334431033
"Blumenau@SC",557.368331800467,117.140225192619,464.056936675406,172.719076860592
"Boa Esperança@MG",521.102454929202,106.311348623266,566.036015768551,134.082345859874
"Boa Viagem@CE",480.94767233693,95.9585668150138,448.733619718155,108.830436005377
"Boa Vista do Ramos@AM",443.74225730743,66.057606000971,388.233167661307,21.8740138294166
"Boa Vista@RR",486.247911557134,100.871095532521,437.889591753079,118.489889237253
"Boca da Mata@AL",470.552894986798,105.459054445601,396.245214567476,22.4563078219404
"Boca do Acre@AM",478.151963957333,83.8453762321883,470.8,4.44248445205467e-16
"Bocaiúva@MG",496.9908214621,101.633483753093,470.88341372471,54.9438056302
"Bodoquena@MS",466.739703712538,91.2951112516302,426.954251956176,45.2504512019057
"Boituva@SP",530.040035915302,106.64587682704,469.865976567869,130.785451193455
"Bom Conselho@PE",480.261762726829,98.6494141582777,374.7,9.36050759825896e-14
"Bom Despacho@MG",557.861950853654,116.914725545502,448.812589821543,69.3148076056677
"Bom Jardim@MA",462.461527695249,92.9046768271947,527.6,3.50759242635897e-14
"Bom Jardim@PE",500.119766276162,106.166925561682,339.735255805715,169.154452159278
"Bom Jesus da Lapa@BA",477.714442950123,96.6310728563814,411.736237864422,83.9628662250425
"Bom Jesus de Goiás@GO",513.366894635979,98.9855307215912,459.900479904739,8.10101857854413
"Bom Jesus do Itabapoana@RJ",525.680843536301,102.381635039357,320.116446648856,272.237154007625
"Bom Jesus@PI",462.605895121092,87.9363600359546,463.321456721397,95.7153835411966
"Bom Sucesso@MG",513.071718716598,105.745868468929,418.249679968803,4.54921468740524
"Bonfim@RR",457.092881702805,90.7688038342457,518.855178674988,104.778154462773
"Bonito@MS",483.639560334569,104.437479998645,433.56874896708,8.82938659393628
"Bonito@PE",477.250088455932,96.287915736622,525.800371415977,46.0922573423836
"Boqueirão@PB",483.675646774015,98.3325617747762,503.968656987515,50.5251214593594
"Boquim@SE",467.595630965109,92.6363944646873,468.779777453108,28.7945328150923
"Boquira@BA",475.710400219966,97.4225687588258,545.7,5.58264366973964e-26
"Borba@AM",464.870389069571,63.8532460021328,518.855178674988,104.778154462773
"Botucatu@SP",559.218436439743,116.235227645492,535.68864144065,166.559668571409
"Braço do Norte@SC",527.406404046602,105.474344409359,498.372961279658,167.627613626907
"Bragança Paulista@SP",542.990958659582,116.623837142375,543.006441696564,111.415776410201
"Bragança@PA",469.37309508278,87.9141330596607,473.163884000553,87.4994157756008
"Brasilândia de Minas@MG",490.171066803401,95.8579296485897,523.557865842293,39.2471226246906
"Brasiléia@AC",471.914240953892,91.3264946285834,436.809703474877,51.1805949804229
"Brasília de Minas@MG",490.71610085125,94.788459252691,463.193546075142,38.1442475099176
"Brasília@DF",514.535682193857,124.035641713779,478.233230238477,164.349104401153
"Brasnorte@MT",489.34291346538,89.1508496678239,518.855178674988,104.778154462773
"Brejetuba@ES",513.69222436517,101.948085577782,413.302713687234,17.3033433209681
"Brejinho de Nazaré@TO",444.729523573033,75.950884822857,545.2,5.48863462292628e-23
"Brejo da Madre de Deus@PE",481.552239076399,86.8913740439864,443.373357503775,39.0997996227545
"Brejo Santo@CE",496.900700463149,101.417307586478,504.014046456671,102.584387625647
"Brejo@MA",459.080938322489,78.8015559238453,390.4,6.17808857774296e-22
"Brejões@BA",453.529770768292,78.0200394481681,518.855178674988,104.778154462773
"Breu Branco@PA",463.46637659854,82.1319051430734,457.1780308586,84.6301292520013
"Breves@PA",461.0478853693,76.6347931785529,414.344417472461,102.731721489872
"Brotas de Macaúbas@BA",474.815205964232,98.4964759212119,518.855178674988,104.778154462773
"Brumadinho@MG",519.766284175425,107.393857026284,501.414586064982,118.59260735092
"Brumado@BA",520.147356806409,104.705860070659,420.385707878853,80.2747855426519
"Brusque@SC",535.628216698094,114.754925037763,380.151308006724,170.270685147106
"Buerarema@BA",465.13679878323,90.0545677341324,488.599377580738,56.3037155067549
"Bujaru@PA",459.697806819818,77.5770479373905,518.855178674988,104.778154462773
"Buriti Bravo@MA",455.188987344262,77.5664044714119,470.043463444346,49.996145791392
"Buriti dos Lopes@PI",460.880306550303,77.9487697498939,404.199392411581,10.6008216168607
"Buriticupu@MA",463.097891778402,81.3435901591889,543.849834921511,60.0737645425165
"Buritis@MG",488.045332428767,102.807189146575,472.267113179347,78.7819534475186
"Buritis@RO",477.910590613279,92.5683887699249,616.1,1.13687030601679e-13
"Butiá@RS",516.406682008854,100.669953201823,448.931558844196,56.95111026928
"Caapiranga@AM",449.264972922908,72.3546672320794,460.6,1.39184000848957e-25
"Caaporã@PB",475.135025230616,83.2205926490337,438.112674218133,56.6814717359765
"Caarapó@MS",487.62756482062,96.426955555284,421.6,7.44711769563116e-20
"Cabedelo@PB",489.549962312142,106.002328464623,504.645511245174,134.226770713706
"Cabo de Santo Agostinho@PE",487.313074977851,95.715162172933,464.036020136107,98.3818022370938
"Cabo Frio@RJ",529.697058465302,109.5146402636,472.325943532252,120.292400015193
"Cabreúva@SP",506.504643789429,100.399293532732,380.800354613658,12.3992149491036
"Cabrobó@PE",463.083311848118,90.8001709766658,505.928826459763,55.3412853279287
"Caçador@SC",524.609945002223,114.477691594104,518.855178674988,104.778154462773
"Caçapava do Sul@RS",511.859248134067,98.8923647739188,530.880978870438,111.256091544367
"Caçapava@SP",536.407248483992,111.576659111425,525.557100854067,60.5779234927529
"Cáceres@MT",481.521853240244,98.2572647032934,368.593825098281,149.662769910581
"Cachoeira do Sul@RS",519.160633833346,102.682689015631,465.078390932846,50.9419405580307
"Cachoeira Paulista@SP",538.780282370881,116.714486012707,549.97145775956,44.1535766858624
"Cachoeira@BA",470.607083039952,89.8218398856733,436.581125890287,72.7503109524172
"Cachoeiras de Macacu@RJ",511.180765640998,101.871262484635,444.379094057374,44.2656036245383
"Cachoeirinha@RS",526.393995932143,100.299254338575,542.50246748646,120.978070136911
"Cachoeiro de Itapemirim@ES",522.331771162471,114.592982401203,433.666425664251,171.620497941522
"Cacimba de Dentro@PB",471.723391109003,88.1589563336656,531.540130073438,101.739164926686
"Cacoal@RO",496.853027141853,97.5832764558943,487.215670067661,88.0125066056768
"Caculé@BA",501.420121135654,96.7209254834236,491.227094402553,61.0091629541131
"Caeté@MG",527.583635611454,106.618235857289,583.124500276143,79.976684229913
"Caetés@PE",484.13333292914,94.1782766995427,535.8,1.83182506541718e-21
"Caetité@BA",501.196798020915,105.828231700806,467.009735394828,178.528397112234
"Cafelândia@PR",511.947683893866,108.179877681121,415.968877373857,46.8219652101271
"Caicó@RN",503.789094145451,109.314322880264,455.762437411436,114.544376252344
"Caieiras@SP",512.454150931405,101.445325995081,466.84313737887,129.988976783616
"Cajamar@SP",505.204866542129,98.4909304712683,452.747145420981,24.9339878786296
"Cajati@SP",515.017568809715,93.3772961045871,444.8,2.39897425727834e-14
"Cajazeiras@PB",494.97222178142,108.359552107103,425.781909984982,130.936492252411
"Cajuru@SP",521.355708264456,97.7781835262143,475.896151150567,54.9797059781439
"Caldas Novas@GO",507.147375042029,101.732188915497,546.932286988442,85.5278240421983
"Camacan@BA",459.604521388854,89.8430214205356,468.773651808691,73.3086986899558
"Camaçari@BA",485.29446990269,93.2594903560885,460.240899967143,84.2090052808113
"Camamu@BA",457.914852365911,76.0475260500544,511.4,4.73235980345326e-24
"Camanducaia@MG",537.667171761803,101.810807959891,571.7,3.87757516489101e-22
"Camapuã@MS",479.205856871432,90.7950753039655,372.1,8.74341244560023e-21
"Camaquã@RS",511.947172202553,102.155837089342,388.469698810553,180.350852232798
"Camaragibe@PE",493.461575414063,103.098625005471,407.80477333884,195.878819821538
"Cambé@PR",516.459712216624,102.826568381288,483.394807646142,156.233563765846
"Camboriú@SC",503.948219374531,92.5176456838474,438.350079063579,12.4511986509577
"Cambuí@MG",534.543015373023,103.28324431074,497.814066925258,39.6813253745319
"Cametá@PA",461.110274818944,87.1689019758418,472.985858383264,103.887420594451
"Camocim@CE",498.341423032498,100.886065805679,481.721159523501,141.375708303302
"Campina Grande do Sul@PR",507.487165637446,99.39894889303,493.454961525136,140.321969591669
"Campina Grande@PB",509.446692784739,115.629036516839,472.578137884644,145.630510255301
"Campinas@SP",551.798141039751,129.01639670441,524.703632231523,150.172240574375
"Campo Alegre@AL",464.198802422197,81.3097392811158,476.390309795079,71.8628652444269
"Campo Belo@MG",536.199656398825,110.536516300398,481.957176217928,89.3799083380094
"Campo Bom@RS",537.168360953709,104.846537409949,558.706589063117,75.7808484549941
"Campo do Brito@SE",485.833107109067,95.2671297238025,438.724975106433,33.7728764717128
"Campo Formoso@BA",488.004635916047,104.023016244654,547.547875455714,38.8867841641402
"Campo Grande@MS",523.156635484685,116.938238440743,456.032350896749,135.699591015066
"Campo Largo@PR",533.177852043641,107.54887205248,463.301358458541,126.660809740805
"Campo Limpo Paulista@SP",517.150211863034,102.13836174768,478.66853052071,83.4464825017348
"Campo Magro@PR",504.460548155194,96.3567596462585,503.8,5.68603517348185e-14
"Campo Maior@PI",478.999747150111,98.0304957583784,521.841831475105,117.518815736923
"Campo Mourão@PR",509.604303782659,105.763621738195,492.748347764392,81.5362940718815
"Campo Novo do Parecis@MT",500.310355427936,88.0086675444975,518.855178674988,104.778154462773
"Campo Verde@MT",497.398990714029,103.14780168847,539.793584465924,77.4097424102794
"Campos Altos@MG",520.047615278352,101.237422207683,577.258651963493,209.324398647035
"Campos Belos@GO",462.503170618977,85.5097197009677,276.233753394964,221.586104059948
"Campos do Jordão@SP",535.773623249945,109.975886682951,491,4.27051487636283e-24
"Campos dos Goytacazes@RJ",526.755797757975,111.027181026096,473.591636903139,101.771210296469
"Campos Gerais@MG",522.828871318976,113.648772193236,454.206354464483,113.389663507076
"Campos Novos@SC",523.96067812516,94.471882585932,467.2,5.68281091107968e-14
"Campos Sales@CE",483.277511181633,101.193104177867,480.146897254297,43.6644774540388
"Canaã dos Carajás@PA",483.502777212688,97.1651992019794,460.420542353999,79.3951961546085
"Canarana@BA",466.58648089606,90.4455265048228,440.4,8.41553426797523e-25
"Canarana@MT",495.793790419599,105.203230928052,518.855178674988,104.778154462773
"Canavieiras@BA",478.980804553503,89.4940606757718,363.899593583262,5.39947487763894
"Candeias@BA",466.665608873994,86.0781190829582,448.640653304046,39.7319579294258
"Cândido Mota@SP",530.719971429885,101.517371936315,496.578448055444,216.766461533871
